			Blood vs Lymphoid				Blood vs Gut-associated				Blood vs Non-lymphoid				Lymphoid vs Gut-associated				Lymphoid vs Non-lymphoid				Gut-associated vs Non-lymphoid			
mmu04978	Mineral absorption	52	3.27978189438684	0.000819904653732227	0.0184793895033494	TRUE	3.33017859701923	0.000666724657817922	0.0105701540988897	TRUE	2.67343557426508	0.00477608191126633	0.0632034752489199	TRUE	1.64897693898575	0.0512349143241291	0.252335982993714	FALSE	2.38990472992152	0.00959073813325509	0.0830850049165955	TRUE	3.46101982372672	0.000396975416406133	0.00612177878984195	TRUE
mmu05033	Nicotine addiction	34	4.01099024995724	0.000105926373077433	0.00387955341396097	TRUE	0.788134013099578	0.216828523285269	0.610401352188991	FALSE	2.02110180697654	0.0241958120503526	0.177234323268833	FALSE	1.66590815022561	0.0505771493011171	0.252335982993714	FALSE	3.73583620747889	0.000214561407018623	0.00449046373260404	TRUE	-1.32807775973667	0.905167553434408	0.999995812659327	FALSE
mmu05144	Malaria	52	3.09605998253246	0.00142478643844967	0.0278308284310502	TRUE	4.07742679310223	6.55179675443957e-05	0.0014817140352348	TRUE	5.10374244054244	1.61154500818635e-06	9.44365374797201e-05	TRUE	3.53821225168586	0.000383586127232074	0.00749271568526651	TRUE	1.95411209509943	0.0272668501562817	0.18157243399524	FALSE	3.08864158008649	0.00144591125638415	0.0184196520921981	TRUE
mmu05146	Amoebiasis	95	3.05364048450878	0.0013796454015121	0.0278308284310502	TRUE	2.66812587523903	0.00426958166311725	0.0358644859701849	TRUE	3.33178844061246	0.00055541416367409	0.0135613624963757	TRUE	1.877358479843	0.0312659895147444	0.179626175055297	FALSE	1.75962829726942	0.0402046682302	0.207923164352516	FALSE	1.15589651131163	0.124758097602276	0.545583919365178	FALSE
mmu05150	Staphylococcus aureus infection	78	3.33321584158145	0.000594094755857293	0.0145058136221822	TRUE	4.22914685324163	2.778500431998e-05	0.00102109890875927	TRUE	4.01510010079486	5.62809814948714e-05	0.00235576108257104	TRUE	6.04001480818797	1.48599276344349e-08	1.08848969922236e-06	TRUE	5.61485231535419	7.49827504545335e-08	4.39398917663567e-06	TRUE	6.71517980175	8.77956218549838e-10	8.57470573450342e-08	TRUE
mmu05202	Transcriptional misregulation in cancer	192	3.96623226687896	4.59569568928156e-05	0.00280436784892105	TRUE	4.62891577087428	2.76486015047512e-06	0.000116124126319955	TRUE	4.96223535881261	6.05185390571695e-07	4.43298298593767e-05	TRUE	4.18140111006745	1.92245059160668e-05	0.000512070930309779	TRUE	2.84316882519939	0.00236865645902607	0.0277606536997855	TRUE	3.13293423346603	0.000950025295163939	0.0126526096128652	TRUE
mmu05322	Systemic lupus erythematosus	109	2.75558114192403	0.00323074275503052	0.0556828016014083	TRUE	3.58078087366258	0.000229727534716979	0.00450265968045278	TRUE	3.09587745121794	0.00114480560897005	0.0231945401843498	TRUE	3.8560444909433	8.43665204332322e-05	0.00205994920724475	TRUE	4.41046229486774	9.27488926157274e-06	0.00038822036480583	TRUE	5.21781563837748	3.22923847716976e-07	1.57694478968457e-05	TRUE
mmu05410	Hypertrophic cardiomyopathy (HCM)	88	3.46551432481183	0.000340132277782125	0.00996587573901625	TRUE	3.24020890034734	0.000719058101965283	0.0105701540988897	TRUE	2.23553972937668	0.0133602610726196	0.117378775314975	FALSE	2.79119264561521	0.00299953428850834	0.0325505017234423	TRUE	3.96005657601315	6.31770296433798e-05	0.00185108696855103	TRUE	1.95422651761314	0.0262702385725454	0.183266188137043	FALSE
mmu05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	75	4.01325421114795	4.7856106636878e-05	0.00280436784892105	TRUE	3.98612907677231	5.32041661364606e-05	0.00142200225855631	TRUE	2.93604201251266	0.00195043002177928	0.0320183014561658	TRUE	4.43838229266944	1.07537466207953e-05	0.00035009419554367	TRUE	3.81682667503616	0.000116590650133217	0.00262777388377175	TRUE	3.64173785657777	0.000199878818872087	0.00344497023114832	TRUE
mmu05414	Dilated cardiomyopathy	91	3.90397648674475	6.85427802470198e-05	0.00286900494462526	TRUE	3.15810623775303	0.000934955060477532	0.0130893708466855	TRUE	2.38486434296236	0.00909901578239097	0.0888670541413518	TRUE	2.66617017494633	0.00427490961369896	0.039574098271464	TRUE	3.8974017950562	7.79772457994676e-05	0.00190394441827033	TRUE	2.03217591180558	0.0219102134011063	0.156629136911809	FALSE
mmu00010	Glycolysis / Gluconeogenesis	60	0.0470613320423586	0.48127763627159	0.99999993128858	FALSE	-0.433468785996504	0.667232340902939	0.999994014269548	FALSE	0.112212568601745	0.455432135751769	0.907766093709308	FALSE	-0.804899404122133	0.788720292094397	0.999705178282398	FALSE	-1.54779267430065	0.937451151332471	0.999997205030346	FALSE	-0.241806487339759	0.595311761694834	0.999995812659327	FALSE
mmu00020	Citrate cycle (TCA cycle)	31	-2.37150760520784	0.988423054249518	0.99999993128858	FALSE	-2.98302585645265	0.997423540813706	0.999994014269548	FALSE	-2.59470143157476	0.992986901508374	0.999999746696441	FALSE	-2.41082435340805	0.98977303523416	0.999705178282398	FALSE	-1.7309059659518	0.954522525798854	0.999997205030346	FALSE	-1.61806436686607	0.943559222165069	0.999995812659327	FALSE
mmu00030	Pentose phosphate pathway	31	-1.73746809069908	0.955360235509626	0.99999993128858	FALSE	-1.96853142688001	0.971812727946412	0.999994014269548	FALSE	-1.36564515232141	0.910715285182435	0.999999746696441	FALSE	-1.44100190309342	0.922046779045527	0.999705178282398	FALSE	-0.350295677641941	0.636302151583297	0.984919982922169	FALSE	-1.40467921667129	0.916602305296198	0.999995812659327	FALSE
mmu00040	Pentose and glucuronate interconversions	32	-0.742550266031399	0.769664096923989	0.99999993128858	FALSE	-0.734234954235748	0.76693391022252	0.999994014269548	FALSE	-0.60728085130186	0.727050611212028	0.999999746696441	FALSE	0.114193304212526	0.454726783228181	0.882350645601701	FALSE	-0.0415359217132404	0.516497877085305	0.884993438514588	FALSE	-0.210922848484778	0.583054286640328	0.999995812659327	FALSE
mmu00051	Fructose and mannose metabolism	35	-0.693929660654331	0.754805694207998	0.99999993128858	FALSE	-0.213960056667764	0.584374035520582	0.982068884310928	FALSE	0.0127830620163405	0.494919460364689	0.935557431528089	FALSE	0.0889484900254624	0.464692572763039	0.89274659934718	FALSE	-0.459493997580066	0.676301159639113	0.999997205030346	FALSE	-0.717155132827699	0.761864295578001	0.999995812659327	FALSE
mmu00052	Galactose metabolism	31	-0.47236931045404	0.680724120301824	0.99999993128858	FALSE	-0.321761801284877	0.625622530966782	0.999994014269548	FALSE	-0.0602840641200459	0.523933538010432	0.954153030471674	FALSE	-0.0319345026604006	0.51268427683981	0.944757818327449	FALSE	-0.0828800420077481	0.5328885882629	0.899373419823969	FALSE	-1.28179618826481	0.896728860443161	0.999995812659327	FALSE
mmu00053	Ascorbate and aldarate metabolism	25	-0.732914258081904	0.765980219778417	0.99999993128858	FALSE	0.976952168382062	0.166764100530003	0.520499827525399	FALSE	-1.77356979576498	0.957101745178036	0.999999746696441	FALSE	0.952296307158984	0.172880075168803	0.55678967857668	FALSE	-2.26893207861071	0.984681337740515	0.999997205030346	FALSE	1.67670124541864	0.0501650881321969	0.300736860271863	FALSE
mmu00061	Fatty acid biosynthesis	17	-0.439121492219877	0.667727274002587	0.99999993128858	FALSE	-1.06381709836941	0.850679358377544	0.999994014269548	FALSE	-0.537378134048214	0.702031575344132	0.999999746696441	FALSE	-0.837421540863562	0.795503129405358	0.999705178282398	FALSE	-0.649897393680783	0.739574065272716	0.999997205030346	FALSE	-1.55780593837228	0.93374922327748	0.999995812659327	FALSE
mmu00062	Fatty acid elongation	27	-0.658494020208366	0.743145890770543	0.99999993128858	FALSE	-0.710049926847972	0.759535783517101	0.999994014269548	FALSE	-0.690728298410158	0.753417093094668	0.999999746696441	FALSE	-1.22069059332744	0.885954810712105	0.999705178282398	FALSE	-0.777830664121581	0.779685767247334	0.999997205030346	FALSE	-0.725822955261558	0.764304700363471	0.999995812659327	FALSE
mmu00071	Fatty acid degradation	49	-2.41383434510872	0.990584499667476	0.99999993128858	FALSE	-1.42259504327453	0.920526122227608	0.999994014269548	FALSE	-1.92228995380002	0.970365441372725	0.999999746696441	FALSE	-0.683239716854853	0.751872774217146	0.999705178282398	FALSE	-1.63205639738038	0.946737658495178	0.999997205030346	FALSE	-0.953570022188543	0.828541751131412	0.999995812659327	FALSE
mmu00100	Steroid biosynthesis	19	-0.64910623358831	0.738733481299159	0.99999993128858	FALSE	0.473506197794058	0.319611939125128	0.769520338159698	FALSE	-0.521548772534164	0.696975875222422	0.999999746696441	FALSE	0.83422910937064	0.205023689440545	0.600719410060797	FALSE	-0.308285967784843	0.62004420109212	0.971513106524018	FALSE	0.000612220576125096	0.499757689016537	0.999995812659327	FALSE
mmu00140	Steroid hormone biosynthesis	63	2.46225385556917	0.00759913588040504	0.106026038712318	FALSE	2.5083706327495	0.00673498144103789	0.0507713985555164	TRUE	1.00372613905233	0.158777437835302	0.499219219725521	FALSE	1.84258402632097	0.0339078158415827	0.191057500799687	FALSE	0.304003392580792	0.380875155002486	0.754587712377947	FALSE	1.6189667615199	0.0541096351245812	0.310010834804166	FALSE
mmu00190	Oxidative phosphorylation	125	-4.71708227707384	0.999997538407426	0.99999993128858	FALSE	-1.21505061511371	0.887042319320245	0.999994014269548	FALSE	-4.19550856090071	0.999977503009851	0.999999746696441	FALSE	0.290258992683872	0.38596209043522	0.805183924181208	FALSE	-4.44350251723283	0.999991887538017	0.999997205030346	FALSE	1.12804477647812	0.130330261603566	0.553431400722388	FALSE
mmu00220	Arginine biosynthesis	19	-0.323148483910497	0.625496240152209	0.99999993128858	FALSE	1.41178170202702	0.0833965691320733	0.360567519482787	FALSE	0.041930633325586	0.483396996334257	0.930582561388341	FALSE	-0.547882112742411	0.706399248995161	0.999705178282398	FALSE	1.74463538192446	0.0451586796575939	0.216909723601229	FALSE	0.863673356355765	0.196821232189032	0.717198583130872	FALSE
mmu00230	Purine metabolism	131	-0.499598423323504	0.691096136839181	0.99999993128858	FALSE	-0.389187244577647	0.651260031472577	0.999994014269548	FALSE	-0.621804987938689	0.732683923525807	0.999999746696441	FALSE	0.832630793160368	0.202911509633181	0.600536084065879	FALSE	0.203664190483852	0.419390452784512	0.803524608617899	FALSE	0.957677205384907	0.169557753251407	0.653689759245556	FALSE
mmu00240	Pyrimidine metabolism	54	-0.314706290613458	0.623170915316439	0.99999993128858	FALSE	-0.912698503774799	0.818047541328988	0.999994014269548	FALSE	-1.0178884650438	0.844370937992654	0.999999746696441	FALSE	-0.977266492682341	0.834432244342354	0.999705178282398	FALSE	-1.27024963876819	0.896412455699039	0.999997205030346	FALSE	-1.20498892686966	0.88414395854087	0.999995812659327	FALSE
mmu00250	Alanine, aspartate and glutamate metabolism	36	0.198361050175645	0.421670084953131	0.968167830391445	FALSE	1.30806739066699	0.0975687293975318	0.387249608188756	FALSE	0.948263317333671	0.173380368940261	0.52073726461601	FALSE	-1.02487334071391	0.845486606744962	0.999705178282398	FALSE	1.4205748442608	0.080108783411915	0.308840441311725	FALSE	0.366806313957167	0.357435120848086	0.999995812659327	FALSE
mmu00260	Glycine, serine and threonine metabolism	40	0.455025421261414	0.325324914022152	0.929989064357765	FALSE	0.210010423174688	0.417103642900405	0.893479687958257	FALSE	-0.146745441702135	0.558097905371627	0.954153030471674	FALSE	0.461436713221524	0.322901579802588	0.762985184533535	FALSE	-0.519810370284491	0.697500837262188	0.999997205030346	FALSE	-0.0471221625900085	0.518724317220696	0.999995812659327	FALSE
mmu00270	Cysteine and methionine metabolism	49	-0.189192429985083	0.574772046720437	0.99999993128858	FALSE	-0.703072203467884	0.758143740035335	0.999994014269548	FALSE	0.36406231643526	0.35834960301707	0.801499493771003	FALSE	-0.477087834936214	0.682768686340983	0.999705178282398	FALSE	-0.251899848339688	0.599171203676777	0.94895763609349	FALSE	-0.791868652040111	0.784568994661039	0.999995812659327	FALSE
mmu00280	Valine, leucine and isoleucine degradation	53	-0.537089322564099	0.703700621743735	0.99999993128858	FALSE	-0.498112450168276	0.690271518377412	0.999994014269548	FALSE	-0.827932329815488	0.795146657526306	0.999999746696441	FALSE	-1.23868800661868	0.890742043372139	0.999705178282398	FALSE	-2.30384525906852	0.987897494020918	0.999997205030346	FALSE	-0.633859080847916	0.736172363153783	0.999995812659327	FALSE
mmu00310	Lysine degradation	60	-0.283870098347881	0.611422892915253	0.99999993128858	FALSE	-1.87972800972069	0.968288832386808	0.999994014269548	FALSE	-1.03793349102958	0.848824179830491	0.999999746696441	FALSE	-1.79135891894349	0.961796670902609	0.999705178282398	FALSE	-1.64624833052484	0.948370514611171	0.999997205030346	FALSE	-1.35731765447658	0.911133098240167	0.999995812659327	FALSE
mmu00330	Arginine and proline metabolism	49	-0.22205489213924	0.587610098317283	0.99999993128858	FALSE	1.31816534536847	0.0952979249619294	0.383802601901469	FALSE	-0.167417730316235	0.566303191041918	0.954153030471674	FALSE	0.607035592653937	0.272649843657321	0.689420782449107	FALSE	0.295607624655689	0.384092858623123	0.754587712377947	FALSE	0.324005515353116	0.37332329330898	0.999995812659327	FALSE
mmu00340	Histidine metabolism	21	-0.511553745502468	0.693539215026728	0.99999993128858	FALSE	1.18809695107395	0.121160985248939	0.414201507711489	FALSE	-0.49986382583935	0.689968640695452	0.999999746696441	FALSE	0.422392824275988	0.337509472068638	0.780082154726079	FALSE	-1.90637346611136	0.965748467309696	0.999997205030346	FALSE	1.12769804308931	0.133089476219201	0.55707452188894	FALSE
mmu00350	Tyrosine metabolism	31	0.528914799087184	0.299462088430883	0.927463367674689	FALSE	0.215540313393156	0.415096314365734	0.893479687958257	FALSE	-0.422750298782234	0.663001513946204	0.999999746696441	FALSE	-0.720010775849104	0.762823279129335	0.999705178282398	FALSE	1.00894165884433	0.15856897334373	0.464607091897129	FALSE	0.0154439224953328	0.493865876159164	0.999995812659327	FALSE
mmu00360	Phenylalanine metabolism	17	0.531273035622643	0.299449257543164	0.927463367674689	FALSE	0.781229279956006	0.220246392084484	0.610872068611681	FALSE	1.04147365932643	0.153140915092903	0.487720523067616	FALSE	0.255689300187058	0.399972136098333	0.808219557771114	FALSE	1.73192021863917	0.0475115829254685	0.22453054511552	FALSE	0.044155259808116	0.482594495725045	0.999995812659327	FALSE
mmu00380	Tryptophan metabolism	45	-1.1701213870998	0.877187622313837	0.99999993128858	FALSE	-0.919658199307105	0.819644039284312	0.999994014269548	FALSE	-1.98828629170096	0.97388032589241	0.999999746696441	FALSE	-1.2760886683383	0.897173612637613	0.999705178282398	FALSE	-2.65460232509585	0.994814255550037	0.999997205030346	FALSE	-0.560107822920795	0.711572940583728	0.999995812659327	FALSE
mmu00410	beta-Alanine metabolism	29	-1.46770233118238	0.924466231061067	0.99999993128858	FALSE	0.258170196854204	0.39863007850334	0.881182278796856	FALSE	-1.86308497913531	0.96435426330527	0.999999746696441	FALSE	0.0648155267820927	0.474279447913725	0.896541149927236	FALSE	-1.18703572343001	0.878687882081931	0.999997205030346	FALSE	0.649943796504877	0.259193578138074	0.842481779306451	FALSE
mmu00450	Selenocompound metabolism	17	-1.58975869736227	0.935645867465845	0.99999993128858	FALSE	-0.63814605068242	0.73562095375078	0.999994014269548	FALSE	-0.963313423753195	0.82669622409626	0.999999746696441	FALSE	-0.695981612094501	0.7541944497272	0.999705178282398	FALSE	-0.939999976482959	0.821410419796364	0.999997205030346	FALSE	-0.911171687983044	0.814995185172134	0.999995812659327	FALSE
mmu00480	Glutathione metabolism	64	1.97685072716783	0.0252153553072024	0.263860682321796	FALSE	1.92495711751643	0.0282464453233681	0.176690530320643	FALSE	1.12940565794413	0.130510682744652	0.44764329684137	FALSE	1.19371681017395	0.117416034569459	0.46296905741899	FALSE	1.08800491117103	0.139340652805231	0.426397705025417	FALSE	0.321905387846575	0.374029398694078	0.999995812659327	FALSE
mmu00500	Starch and sucrose metabolism	29	-0.297073053002704	0.616188739465975	0.99999993128858	FALSE	-1.02830619899919	0.84586044663779	0.999994014269548	FALSE	-0.494924048145005	0.688700905462646	0.999999746696441	FALSE	-0.658096408966088	0.743398347660829	0.999705178282398	FALSE	-0.244922293741287	0.596275899484637	0.94895763609349	FALSE	-1.54606684430294	0.935239437038763	0.999995812659327	FALSE
mmu00510	N-Glycan biosynthesis	49	-1.38744131453534	0.914979287340314	0.99999993128858	FALSE	-1.73580125546616	0.956499368052146	0.999994014269548	FALSE	-2.18388119827069	0.983606037409628	0.999999746696441	FALSE	-0.946144658066009	0.82658210173955	0.999705178282398	FALSE	-2.39387362984946	0.99022663557741	0.999997205030346	FALSE	-0.962423125337958	0.830565025831109	0.999995812659327	FALSE
mmu00511	Other glycan degradation	18	-0.730296262308588	0.764425865922832	0.99999993128858	FALSE	-0.965591173271976	0.828686249855962	0.999994014269548	FALSE	-0.684067757043916	0.750365772167342	0.999999746696441	FALSE	-1.78010960402896	0.955864268449663	0.999705178282398	FALSE	-1.87881015220302	0.963395516284347	0.999997205030346	FALSE	-0.993274631738674	0.835229296274435	0.999995812659327	FALSE
mmu00512	Mucin type O-glycan biosynthesis	26	0.294395958869004	0.384886812733386	0.968167830391445	FALSE	-0.499876972058391	0.690157461720983	0.999994014269548	FALSE	-0.367933104663516	0.642720418814939	0.999999746696441	FALSE	-0.805980516041127	0.7877387406759	0.999705178282398	FALSE	-0.717349200347878	0.761401534398676	0.999997205030346	FALSE	0.531664424475746	0.298772155697565	0.893267771626392	FALSE
mmu00513	Various types of N-glycan biosynthesis	39	-0.926026073501165	0.820967643951277	0.99999993128858	FALSE	-0.878634979343057	0.808753151647326	0.999994014269548	FALSE	-1.35210252118409	0.909169555580858	0.999999746696441	FALSE	-0.307956837578789	0.620510660780076	0.999705178282398	FALSE	-2.27100894228426	0.986336035789702	0.999997205030346	FALSE	-0.0026474686803728	0.501052617910627	0.999995812659327	FALSE
mmu00514	Other types of O-glycan biosynthesis	41	-0.151935860213789	0.56015996686445	0.99999993128858	FALSE	-0.413434479118804	0.659711888250949	0.999994014269548	FALSE	-0.883372905451363	0.809625749252948	0.999999746696441	FALSE	-0.629735517467673	0.734637148043146	0.999705178282398	FALSE	-1.05015303692323	0.850806986998452	0.999997205030346	FALSE	0.671849630381648	0.251816629180511	0.833500331949103	FALSE
mmu00515	Mannose type O-glycan biosynthesis	22	-0.128384179970637	0.550680573136752	0.99999993128858	FALSE	-1.95832331415996	0.969147814372245	0.999994014269548	FALSE	-0.821320498211256	0.790480142150812	0.999999746696441	FALSE	-1.62546681050087	0.942060109823206	0.999705178282398	FALSE	-0.900314112049665	0.812611074339912	0.999997205030346	FALSE	-0.931513115894877	0.820865082954085	0.999995812659327	FALSE
mmu00520	Amino sugar and nucleotide sugar metabolism	49	-0.388608700344398	0.650774925506058	0.99999993128858	FALSE	-0.373893466532027	0.64534595513985	0.999994014269548	FALSE	-0.450372749719506	0.673235497777343	0.999999746696441	FALSE	-0.315740061995438	0.623550576049171	0.999705178282398	FALSE	-1.03479709482398	0.848061432066845	0.999997205030346	FALSE	-0.454804100530022	0.674860133074408	0.999995812659327	FALSE
mmu00531	Glycosaminoglycan degradation	17	-0.385070151701581	0.648155793052548	0.99999993128858	FALSE	-0.452557137575536	0.672782564768099	0.999994014269548	FALSE	-1.24337302439224	0.885936135136492	0.999999746696441	FALSE	-0.167581410462405	0.565991577368393	0.999705178282398	FALSE	0.333432129096175	0.3705148257709	0.753894749658845	FALSE	0.716943938975713	0.239444179461077	0.815780750954598	FALSE
mmu00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	19	0.263465685627378	0.396873993430536	0.968167830391445	FALSE	0.109891363053259	0.456554935461687	0.938651405774377	FALSE	0.986356948177928	0.165311841046581	0.509856520280508	FALSE	-1.22812128985365	0.885054533602813	0.999705178282398	FALSE	0.197358058271616	0.422330340365722	0.803524608617899	FALSE	0.0714262359556343	0.471756927928652	0.999995812659327	FALSE
mmu00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	21	-0.996348661843783	0.836143518185055	0.99999993128858	FALSE	-1.75510269791627	0.954914443186671	0.999994014269548	FALSE	-1.99533706092133	0.970763274456092	0.999999746696441	FALSE	-2.05821178414976	0.975175666569946	0.999705178282398	FALSE	-0.595877385917641	0.722535456796342	0.999997205030346	FALSE	-1.05310319630125	0.84991519112656	0.999995812659327	FALSE
mmu00561	Glycerolipid metabolism	61	0.432294875963404	0.333194287615325	0.929989064357765	FALSE	1.45301043164753	0.0744206847524923	0.326562407719892	FALSE	0.776980961819676	0.219392530147345	0.600766461057683	FALSE	1.79642868154854	0.0374711550439362	0.199619062324969	FALSE	1.08664374031341	0.139707097892287	0.426397705025417	FALSE	0.795028981997389	0.214096994123089	0.746790705691252	FALSE
mmu00562	Inositol phosphate metabolism	71	-1.34969854332906	0.909984800854517	0.99999993128858	FALSE	-1.29445955978978	0.900923199501932	0.999994014269548	FALSE	-1.08187391725331	0.859158594034511	0.999999746696441	FALSE	-0.956601639968434	0.82974696992416	0.999705178282398	FALSE	-1.57213176519895	0.940638124749753	0.999997205030346	FALSE	-1.12489725167006	0.868594546905362	0.999995812659327	FALSE
mmu00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	25	0.241689660533562	0.405088118968202	0.968167830391445	FALSE	-0.920766640910976	0.818481249390415	0.999994014269548	FALSE	-0.927907503181414	0.820396906120153	0.999999746696441	FALSE	-1.27135855780374	0.894609291008609	0.999705178282398	FALSE	-0.380645854410516	0.647266347626468	0.984919982922169	FALSE	-1.54626600004851	0.934322124993756	0.999995812659327	FALSE
mmu00564	Glycerophospholipid metabolism	94	-0.576305626061383	0.717444721357054	0.99999993128858	FALSE	-0.630001123898348	0.735254030876773	0.999994014269548	FALSE	-0.658680335954165	0.744521556964141	0.999999746696441	FALSE	0.160779769933696	0.43622078917555	0.869474089989362	FALSE	0.352067034223141	0.36259524332791	0.753478058830338	FALSE	-0.866536895269211	0.806331178209976	0.999995812659327	FALSE
mmu00565	Ether lipid metabolism	46	0.725732512515132	0.235173879547811	0.86335657449765	FALSE	-0.348193526943337	0.635683743044469	0.999994014269548	FALSE	0.222818246783223	0.412091075010756	0.856073374603092	FALSE	1.43187814887128	0.0780443088414345	0.357296601414692	FALSE	0.496759461252361	0.310285336713608	0.699758411011356	FALSE	1.42029725799226	0.0797387126740548	0.409884961640317	FALSE
mmu00591	Linoleic acid metabolism	39	-2.79877989814279	0.996338646191919	0.99999993128858	FALSE	-0.113376558362163	0.54495020602046	0.974871917111047	FALSE	-1.94215019258912	0.971121673359073	0.999999746696441	FALSE	2.3823406177466	0.00987070233375858	0.0741568149690067	TRUE	0.479707382068637	0.316473789090855	0.705048891912653	FALSE	1.19554879901711	0.117861258438869	0.52323255640286	FALSE
mmu00592	alpha-Linolenic acid metabolism	23	-2.31495779590177	0.985538441705036	0.99999993128858	FALSE	-1.07227574299425	0.854456880653601	0.999994014269548	FALSE	-1.74611917320961	0.953876146961068	0.999999746696441	FALSE	0.516718200885805	0.303971432805093	0.730029752556494	FALSE	0.408701108575152	0.342533010263847	0.737957147112553	FALSE	-0.472142769287756	0.680287032989854	0.999995812659327	FALSE
